Date,Time,Money
3-Jan-00,1.20%,-23.45%
4-Jan-00,0.70%,-23.84%
5-Jan-00,0.97%,-22.72%
6-Jan-00,1.61%,-21.99%
7-Jan-00,2.56%,-20.52%
10-Jan-00,3.18%,-20.47%
11-Jan-00,2.91%,-21.54%
12-Jan-00,3.08%,-21.58%
13-Jan-00,3.67%,-20.90%
14-Jan-00,3.97%,-20.33%
18-Jan-00,3.71%,-20.59%
19-Jan-00,3.42%,-20.93%
20-Jan-00,3.27%,-21.07%
21-Jan-00,3.83%,-21.01%
24-Jan-00,2.14%,-23.52%
25-Jan-00,3.13%,-21.47%
26-Jan-00,3.21%,-22.08%
27-Jan-00,3.06%,-22.39%
28-Jan-00,1.55%,-24.23%
31-Jan-00,2.32%,-23.19%
1-Feb-00,2.71%,-21.05%
2-Feb-00,3.04%,-21.73%
3-Feb-00,3.57%,-20.47%
4-Feb-00,3.79%,-20.55%
7-Feb-00,3.06%,-21.47%
8-Feb-00,3.73%,-20.27%
9-Feb-00,2.62%,-22.57%
10-Feb-00,2.79%,-21.64%
11-Feb-00,2.03%,-22.89%
14-Feb-00,2.39%,-22.77%
15-Feb-00,2.95%,-21.87%
16-Feb-00,2.60%,-21.31%
17-Feb-00,2.79%,-21.17%
18-Feb-00,1.06%,-23.34%
22-Feb-00,1.46%,-19.79%
23-Feb-00,2.03%,-19.12%
24-Feb-00,2.36%,-19.27%
25-Feb-00,1.69%,-20.44%
28-Feb-00,1.94%,-18.29%
29-Feb-00,2.73%,-17.97%
1-Mar-00,3.97%,-16.88%
2-Mar-00,4.03%,-17.61%
3-Mar-00,4.87%,-17.27%
6-Mar-00,4.43%,-17.88%
7-Mar-00,2.22%,-20.64%
8-Mar-00,2.77%,-20.07%
9-Mar-00,4.01%,-17.41%
10-Mar-00,3.60%,-17.82%
13-Mar-00,3.19%,-18.67%
14-Mar-00,2.92%,-19.79%
15-Mar-00,3.64%,-18.75%
16-Mar-00,4.78%,-16.06%
17-Mar-00,3.58%,-17.60%
20-Mar-00,2.99%,-20.23%
21-Mar-00,4.01%,-18.69%
22-Mar-00,3.18%,-18.34%
23-Mar-00,3.67%,-18.35%
24-Mar-00,3.21%,-18.17%
27-Mar-00,2.49%,-17.70%
28-Mar-00,2.13%,-18.95%
29-Mar-00,2.19%,-18.80%
30-Mar-00,1.59%,-19.47%
31-Mar-00,2.49%,-18.46%
3-Apr-00,2.15%,-18.89%
4-Apr-00,-0.06%,-21.01%
5-Apr-00,-0.34%,-21.81%
6-Apr-00,0.14%,-19.27%
7-Apr-00,1.25%,-18.74%
10-Apr-00,0.88%,-19.52%
11-Apr-00,0.28%,-20.98%
12-Apr-00,-0.42%,-21.70%
13-Apr-00,-1.52%,-22.50%
14-Apr-00,-5.26%,-24.08%
17-Apr-00,-2.10%,-22.91%
18-Apr-00,0.84%,-19.78%
19-Apr-00,0.42%,-20.93%
20-Apr-00,0.70%,-20.56%
24-Apr-00,0.10%,-21.68%
25-Apr-00,1.27%,-19.80%
26-Apr-00,0.32%,-21.29%
27-Apr-00,0.06%,-21.64%
28-Apr-00,-0.37%,-21.58%
1-May-00,1.24%,-20.17%
2-May-00,0.11%,-20.67%
3-May-00,-2.04%,-22.15%
4-May-00,-1.55%,-21.88%
5-May-00,-0.07%,-19.68%
8-May-00,-0.01%,-19.43%
9-May-00,-0.69%,-20.29%
10-May-00,-0.86%,-20.97%
11-May-00,0.23%,-19.67%
12-May-00,1.01%,-18.95%
15-May-00,2.08%,-17.65%
16-May-00,2.28%,-16.98%
17-May-00,2.29%,-18.65%
18-May-00,2.19%,-19.58%
19-May-00,1.52%,-19.34%
22-May-00,0.96%,-20.28%
23-May-00,0.54%,-21.06%
24-May-00,1.25%,-20.09%
25-May-00,1.31%,-20.37%
26-May-00,1.16%,-20.54%
30-May-00,2.50%,-15.73%
31-May-00,2.20%,-16.52%
1-Jun-00,2.89%,-15.24%
2-Jun-00,3.19%,-16.38%
5-Jun-00,2.90%,-16.05%
6-Jun-00,2.47%,-16.40%
7-Jun-00,2.58%,-16.06%
8-Jun-00,2.14%,-16.38%
9-Jun-00,1.79%,-16.62%
12-Jun-00,1.57%,-16.70%
13-Jun-00,2.42%,-15.60%
14-Jun-00,2.57%,-16.44%
15-Jun-00,2.83%,-16.08%
16-Jun-00,2.54%,-16.77%
19-Jun-00,3.14%,-16.59%
20-Jun-00,3.15%,-17.11%
21-Jun-00,3.22%,-17.10%
22-Jun-00,2.49%,-17.96%
23-Jun-00,2.23%,-18.34%
26-Jun-00,2.48%,-18.06%
27-Jun-00,2.38%,-18.17%
28-Jun-00,3.46%,-17.30%
29-Jun-00,3.95%,-16.65%
30-Jun-00,4.20%,-16.21%
3-Jul-00,4.01%,-16.83%
5-Jul-00,3.10%,-17.91%
6-Jul-00,3.32%,-17.50%
7-Jul-00,3.89%,-13.86%
10-Jul-00,3.86%,-14.08%
11-Jul-00,3.91%,-13.90%
12-Jul-00,3.94%,-13.73%
13-Jul-00,3.98%,-13.63%
14-Jul-00,3.93%,-13.18%
17-Jul-00,3.54%,-13.62%
18-Jul-00,3.50%,-14.01%
19-Jul-00,3.56%,-14.07%
20-Jul-00,3.95%,-13.15%
21-Jul-00,3.70%,-13.71%
24-Jul-00,3.75%,-14.57%
25-Jul-00,3.89%,-14.17%
26-Jul-00,3.52%,-15.00%
27-Jul-00,3.63%,-14.88%
28-Jul-00,3.23%,-15.67%
31-Jul-00,3.31%,-14.97%
1-Aug-00,3.50%,-14.63%
2-Aug-00,3.74%,-14.31%
3-Aug-00,3.94%,-13.94%
4-Aug-00,3.96%,-13.68%
7-Aug-00,4.04%,-12.67%
8-Aug-00,4.03%,-12.60%
9-Aug-00,3.90%,-12.99%
10-Aug-00,3.75%,-13.23%
11-Aug-00,3.83%,-12.97%
14-Aug-00,3.99%,-12.60%
15-Aug-00,4.25%,-12.40%
16-Aug-00,4.34%,-12.77%
17-Aug-00,4.52%,-12.32%
18-Aug-00,4.63%,-12.25%
21-Aug-00,4.46%,-13.54%
22-Aug-00,4.20%,-13.58%
23-Aug-00,4.17%,-13.29%
24-Aug-00,4.19%,-13.34%
25-Aug-00,4.01%,-13.94%
28-Aug-00,4.04%,-13.98%
29-Aug-00,3.92%,-14.06%
30-Aug-00,3.35%,-14.47%
31-Aug-00,3.62%,-13.91%
1-Sep-00,3.47%,-14.45%
5-Sep-00,2.66%,-14.43%
6-Sep-00,2.09%,-15.25%
7-Sep-00,2.49%,-15.33%
8-Sep-00,2.48%,-15.36%
11-Sep-00,2.74%,-15.13%
12-Sep-00,2.85%,-15.11%
13-Sep-00,2.92%,-15.43%
14-Sep-00,3.48%,-14.40%
15-Sep-00,3.15%,-15.07%
18-Sep-00,2.59%,-16.49%
19-Sep-00,2.90%,-16.31%
20-Sep-00,2.83%,-16.48%
21-Sep-00,2.63%,-16.96%
22-Sep-00,1.69%,-17.93%
25-Sep-00,1.81%,-18.96%
26-Sep-00,1.64%,-19.25%
27-Sep-00,1.81%,-19.12%
28-Sep-00,3.06%,-17.54%
29-Sep-00,2.50%,-18.37%
2-Oct-00,2.28%,-19.06%
3-Oct-00,1.85%,-19.68%
4-Oct-00,2.13%,-19.15%
5-Oct-00,2.44%,-18.80%
6-Oct-00,1.45%,-20.37%
9-Oct-00,1.19%,-20.94%
10-Oct-00,0.41%,-21.71%
11-Oct-00,-0.46%,-22.45%
12-Oct-00,-3.17%,-23.53%
13-Oct-00,-1.87%,-22.94%
16-Oct-00,-1.10%,-22.82%
17-Oct-00,-2.64%,-23.65%
18-Oct-00,-3.15%,-24.12%
19-Oct-00,-0.20%,-21.98%
20-Oct-00,0.31%,-21.40%
23-Oct-00,0.32%,-21.50%
24-Oct-00,0.54%,-21.24%
25-Oct-00,-0.98%,-22.64%
26-Oct-00,-1.97%,-22.03%
27-Oct-00,-0.88%,-20.97%
30-Oct-00,-0.59%,-20.45%
31-Oct-00,0.73%,-19.30%
1-Nov-00,0.18%,-19.92%
2-Nov-00,0.10%,-19.97%
3-Nov-00,0.10%,-20.08%
6-Nov-00,-0.09%,-20.43%
7-Nov-00,-0.20%,-20.58%
8-Nov-00,-1.27%,-21.83%
9-Nov-00,-1.23%,-22.06%
10-Nov-00,-3.41%,-19.49%
13-Nov-00,-3.27%,-20.31%
14-Nov-00,-1.59%,-18.97%
15-Nov-00,-1.00%,-19.43%
16-Nov-00,-0.72%,-19.89%
17-Nov-00,-0.53%,-19.22%
20-Nov-00,-1.57%,-20.77%
21-Nov-00,-1.23%,-19.60%
22-Nov-00,-1.95%,-20.58%
24-Nov-00,-1.21%,-19.49%
27-Nov-00,-0.83%,-19.57%
28-Nov-00,-1.19%,-18.93%
29-Nov-00,-0.90%,-18.77%
30-Nov-00,-1.78%,-18.24%
1-Dec-00,-1.47%,-17.96%
4-Dec-00,-1.09%,-17.64%
5-Dec-00,0.46%,-14.59%
6-Dec-00,0.47%,-16.69%
7-Dec-00,0.34%,-16.48%
8-Dec-00,0.94%,-15.44%
11-Dec-00,0.74%,-15.65%
12-Dec-00,-0.23%,-16.77%
13-Dec-00,0.82%,-15.61%
14-Dec-00,0.19%,-16.59%
15-Dec-00,-0.86%,-17.97%
18-Dec-00,-1.84%,-19.25%
19-Dec-00,-1.54%,-17.15%
20-Dec-00,-4.16%,-19.59%
21-Dec-00,-3.09%,-18.67%
22-Dec-00,-2.10%,-17.57%
26-Dec-00,-2.34%,-17.50%
27-Dec-00,-2.07%,-17.29%
28-Dec-00,-1.50%,-17.62%
29-Dec-00,-0.66%,-17.80%
2-Jan-01,-2.89%,-19.83%
3-Jan-01,-0.16%,-17.20%
4-Jan-01,-0.96%,-18.36%
5-Jan-01,-2.04%,-19.81%
8-Jan-01,-2.57%,-20.35%
9-Jan-01,-1.84%,-19.73%
10-Jan-01,-0.83%,-18.78%
11-Jan-01,-0.07%,-17.84%
12-Jan-01,-0.26%,-18.12%
16-Jan-01,0.14%,-17.13%
17-Jan-01,0.05%,-16.87%
18-Jan-01,0.74%,-16.09%
19-Jan-01,0.41%,-16.22%
22-Jan-01,0.51%,-16.23%
23-Jan-01,1.32%,-15.85%
24-Jan-01,1.02%,-15.95%
25-Jan-01,0.91%,-16.22%
26-Jan-01,0.80%,-16.37%
29-Jan-01,0.95%,-16.14%
30-Jan-01,0.60%,-15.78%
31-Jan-01,0.67%,-15.99%
1-Feb-01,0.97%,-15.80%
2-Feb-01,0.48%,-16.65%
5-Feb-01,0.98%,-16.12%
6-Feb-01,0.98%,-16.26%
7-Feb-01,1.13%,-16.41%
8-Feb-01,1.22%,-16.73%
9-Feb-01,1.35%,-16.98%
12-Feb-01,1.51%,-16.75%
13-Feb-01,1.74%,-16.86%
14-Feb-01,1.80%,-16.57%
15-Feb-01,2.26%,-16.89%
16-Feb-01,1.47%,-18.03%
20-Feb-01,0.13%,-18.39%
21-Feb-01,-0.51%,-19.35%
22-Feb-01,-0.74%,-19.29%
23-Feb-01,-1.36%,-18.40%
26-Feb-01,-0.27%,-17.15%
27-Feb-01,-0.46%,-17.55%
28-Feb-01,-1.49%,-18.38%
1-Mar-01,-1.69%,-18.86%
2-Mar-01,-1.84%,-19.16%
5-Mar-01,-1.64%,-18.75%
6-Mar-01,-0.95%,-18.82%
7-Mar-01,-0.12%,-18.33%
8-Mar-01,0.31%,-18.24%
9-Mar-01,-1.09%,-19.97%
12-Mar-01,-4.00%,-20.37%
13-Mar-01,-2.80%,-19.21%
14-Mar-01,-4.18%,-20.57%
15-Mar-01,-3.26%,-18.91%
16-Mar-01,-4.09%,-20.14%
19-Mar-01,-4.21%,-18.87%
20-Mar-01,-5.01%,-20.08%
21-Mar-01,-5.94%,-20.57%
22-Mar-01,-7.40%,-19.67%
23-Mar-01,-5.37%,-18.71%
26-Mar-01,-4.08%,-18.20%
27-Mar-01,-2.63%,-17.56%
28-Mar-01,-3.31%,-18.85%
29-Mar-01,-3.18%,-18.98%
30-Mar-01,-2.75%,-17.95%
2-Apr-01,-4.09%,-18.95%
3-Apr-01,-6.62%,-20.67%
4-Apr-01,-6.25%,-20.23%
5-Apr-01,-3.98%,-18.52%
6-Apr-01,-4.60%,-19.21%
9-Apr-01,-4.98%,-19.66%
10-Apr-01,-3.91%,-18.29%
11-Apr-01,-3.67%,-18.38%
12-Apr-01,-3.14%,-17.50%
16-Apr-01,-2.56%,-16.93%
17-Apr-01,-1.55%,-15.79%
18-Apr-01,-0.43%,-14.56%
19-Apr-01,-0.50%,-14.41%
20-Apr-01,-1.02%,-15.39%
23-Apr-01,-2.36%,-17.39%
24-Apr-01,-2.73%,-18.05%
25-Apr-01,-2.36%,-17.98%
26-Apr-01,-1.68%,-17.23%
27-Apr-01,-0.06%,-16.51%
30-Apr-01,-0.89%,-17.76%
1-May-01,-0.30%,-16.82%
2-May-01,-0.34%,-16.78%
3-May-01,-1.06%,-17.87%
4-May-01,-0.61%,-17.18%
7-May-01,-0.85%,-17.54%
8-May-01,-0.47%,-17.12%
9-May-01,-0.29%,-16.98%
10-May-01,-0.12%,-16.68%
11-May-01,-0.38%,-17.09%
14-May-01,-0.29%,-17.08%
15-May-01,-0.28%,-16.67%
16-May-01,1.14%,-15.55%
17-May-01,0.57%,-15.58%
18-May-01,0.90%,-15.50%
21-May-01,1.21%,-15.01%
22-May-01,1.02%,-15.29%
23-May-01,0.61%,-16.22%
24-May-01,1.30%,-15.63%
25-May-01,0.86%,-16.35%
29-May-01,0.97%,-15.97%
30-May-01,0.57%,-15.96%
31-May-01,0.84%,-15.74%
1-Jun-01,0.96%,-15.43%
4-Jun-01,1.43%,-14.87%
5-Jun-01,2.58%,-14.29%
6-Jun-01,2.16%,-14.94%
7-Jun-01,2.71%,-14.28%
8-Jun-01,2.53%,-14.57%
11-Jun-01,2.13%,-14.68%
12-Jun-01,2.37%,-14.24%
13-Jun-01,1.74%,-14.98%
14-Jun-01,1.22%,-15.60%
15-Jun-01,0.78%,-16.22%
18-Jun-01,0.81%,-16.75%
19-Jun-01,1.08%,-16.46%
20-Jun-01,1.66%,-16.00%
21-Jun-01,2.46%,-14.94%
22-Jun-01,2.32%,-15.08%
25-Jun-01,1.73%,-15.62%
26-Jun-01,1.36%,-15.85%
27-Jun-01,1.03%,-16.10%
28-Jun-01,1.42%,-15.24%
29-Jun-01,1.52%,-15.16%
2-Jul-01,1.60%,-14.71%
3-Jul-01,1.60%,-14.84%
5-Jul-01,1.21%,-15.30%
6-Jul-01,0.50%,-16.60%
9-Jul-01,0.38%,-16.80%
10-Jul-01,-0.05%,-17.56%
11-Jul-01,-0.32%,-17.92%
12-Jul-01,0.52%,-16.75%
13-Jul-01,0.79%,-15.80%
16-Jul-01,0.40%,-16.46%
17-Jul-01,0.22%,-16.31%
18-Jul-01,-0.26%,-16.50%
19-Jul-01,0.09%,-16.09%
20-Jul-01,0.12%,-16.10%
23-Jul-01,-0.47%,-17.07%
24-Jul-01,-1.12%,-17.96%
25-Jul-01,-0.04%,-16.81%
26-Jul-01,0.41%,-16.25%
27-Jul-01,0.62%,-16.24%
30-Jul-01,0.36%,-16.37%
31-Jul-01,0.52%,-16.37%
1-Aug-01,0.83%,-16.30%
2-Aug-01,1.48%,-15.96%
3-Aug-01,1.36%,-16.10%
6-Aug-01,0.92%,-16.65%
7-Aug-01,1.37%,-16.09%
8-Aug-01,0.93%,-16.89%
9-Aug-01,1.11%,-16.47%
10-Aug-01,1.25%,-16.24%
13-Aug-01,1.32%,-16.15%
14-Aug-01,1.42%,-15.91%
15-Aug-01,1.20%,-15.97%
16-Aug-01,1.33%,-15.51%
17-Aug-01,-0.22%,-17.13%
20-Aug-01,-0.24%,-17.35%
21-Aug-01,0.16%,-18.22%
22-Aug-01,0.14%,-17.65%
23-Aug-01,0.49%,-17.65%
24-Aug-01,1.66%,-16.73%
27-Aug-01,1.67%,-16.86%
28-Aug-01,0.97%,-17.85%
29-Aug-01,0.27%,-18.51%
30-Aug-01,-1.18%,-19.63%
31-Aug-01,-1.07%,-19.85%
4-Sep-01,-1.74%,-19.50%
5-Sep-01,-2.10%,-19.56%
6-Sep-01,-3.32%,-20.84%
7-Sep-01,-4.11%,-19.57%
10-Sep-01,-4.52%,-19.48%
17-Sep-01,-11.10%,-24.15%
18-Sep-01,-9.73%,-25.08%
19-Sep-01,-10.29%,-26.32%
20-Sep-01,-12.07%,-26.60%
21-Sep-01,-13.04%,-26.48%
24-Sep-01,-8.13%,-25.23%
25-Sep-01,-7.12%,-24.82%
26-Sep-01,-6.54%,-25.26%
27-Sep-01,-5.95%,-24.44%
28-Sep-01,-4.20%,-22.49%
1-Oct-01,-4.54%,-22.61%
2-Oct-01,-3.82%,-21.84%
3-Oct-01,-3.36%,-20.81%
4-Oct-01,-3.78%,-21.89%
5-Oct-01,-3.91%,-22.06%
8-Oct-01,-5.61%,-22.95%
9-Oct-01,-5.81%,-23.52%
10-Oct-01,-3.66%,-21.99%
11-Oct-01,-3.74%,-21.31%
12-Oct-01,-5.42%,-21.60%
15-Oct-01,-6.34%,-21.99%
16-Oct-01,-5.37%,-21.68%
17-Oct-01,-6.08%,-23.04%
18-Oct-01,-6.23%,-23.48%
19-Oct-01,-5.41%,-23.47%
22-Oct-01,-4.04%,-22.79%
23-Oct-01,-3.96%,-22.88%
24-Oct-01,-3.53%,-22.55%
25-Oct-01,-2.82%,-21.65%
26-Oct-01,-2.61%,-21.37%
29-Oct-01,-3.89%,-23.24%
30-Oct-01,-4.94%,-24.41%
31-Oct-01,-4.82%,-24.38%
1-Nov-01,-3.96%,-22.70%
2-Nov-01,-3.74%,-22.61%
5-Nov-01,-3.15%,-21.81%
6-Nov-01,-1.92%,-21.21%
7-Nov-01,-2.17%,-21.55%
8-Nov-01,-1.91%,-22.74%
9-Nov-01,-1.68%,-22.08%
12-Nov-01,-2.34%,-22.39%
13-Nov-01,-1.18%,-21.40%
14-Nov-01,-0.92%,-21.52%
15-Nov-01,-0.20%,-20.44%
16-Nov-01,-0.19%,-21.13%
19-Nov-01,0.31%,-21.38%
20-Nov-01,-0.15%,-22.21%
21-Nov-01,-0.19%,-22.79%
23-Nov-01,0.42%,-21.59%
26-Nov-01,0.69%,-20.94%
27-Nov-01,0.35%,-21.52%
28-Nov-01,-0.55%,-22.09%
29-Nov-01,-0.17%,-21.36%
30-Nov-01,-0.34%,-21.44%
3-Dec-01,-0.60%,-22.05%
4-Dec-01,0.35%,-21.26%
5-Dec-01,1.46%,-19.42%
6-Dec-01,0.92%,-19.76%
7-Dec-01,0.62%,-20.01%
10-Dec-01,-0.44%,-21.11%
11-Dec-01,0.05%,-21.00%
12-Dec-01,0.45%,-19.70%
13-Dec-01,0.22%,-20.62%
14-Dec-01,0.15%,-20.21%
17-Dec-01,1.06%,-19.14%
18-Dec-01,1.46%,-19.28%
19-Dec-01,1.72%,-18.92%
20-Dec-01,1.58%,-19.37%
21-Dec-01,1.73%,-19.08%
24-Dec-01,1.72%,-19.10%
26-Dec-01,2.00%,-18.71%
27-Dec-01,2.25%,-18.30%
28-Dec-01,2.30%,-18.37%
31-Dec-01,1.39%,-19.65%
2-Jan-02,1.27%,-18.79%
3-Jan-02,2.18%,-18.34%
4-Jan-02,2.17%,-18.55%
7-Jan-02,1.92%,-18.98%
8-Jan-02,1.77%,-19.50%
9-Jan-02,1.49%,-20.40%
10-Jan-02,1.53%,-20.38%
11-Jan-02,1.10%,-21.47%
14-Jan-02,0.79%,-21.54%
15-Jan-02,1.13%,-21.07%
16-Jan-02,1.02%,-21.49%
17-Jan-02,1.61%,-20.65%
18-Jan-02,1.05%,-21.46%
22-Jan-02,0.63%,-21.28%
23-Jan-02,1.38%,-20.31%
24-Jan-02,2.07%,-20.27%
25-Jan-02,2.17%,-20.13%
28-Jan-02,1.90%,-20.36%
29-Jan-02,-0.40%,-22.85%
30-Jan-02,0.05%,-22.14%
31-Jan-02,1.28%,-20.69%
1-Feb-02,0.74%,-21.11%
4-Feb-02,-1.12%,-22.90%
5-Feb-02,-1.44%,-23.02%
6-Feb-02,-1.70%,-23.46%
7-Feb-02,-1.27%,-23.29%
8-Feb-02,-0.32%,-22.16%
11-Feb-02,0.92%,-21.07%
12-Feb-02,0.94%,-21.25%
13-Feb-02,1.88%,-20.21%
14-Feb-02,0.94%,-20.78%
15-Feb-02,0.44%,-21.82%
19-Feb-02,-0.65%,-22.34%
20-Feb-02,0.26%,-21.06%
21-Feb-02,-0.37%,-21.86%
22-Feb-02,-0.34%,-21.54%
25-Feb-02,0.92%,-20.94%
26-Feb-02,0.92%,-20.97%
27-Feb-02,0.66%,-21.48%
28-Feb-02,0.61%,-21.68%
1-Mar-02,1.95%,-19.97%
4-Mar-02,1.76%,-19.99%
5-Mar-02,1.28%,-19.15%
6-Mar-02,1.90%,-18.08%
7-Mar-02,1.46%,-18.75%
8-Mar-02,1.13%,-19.16%
11-Mar-02,0.91%,-18.26%
12-Mar-02,1.54%,-17.36%
13-Mar-02,0.97%,-17.72%
14-Mar-02,1.69%,-16.45%
15-Mar-02,2.11%,-16.39%
18-Mar-02,1.74%,-17.50%
19-Mar-02,1.99%,-17.54%
20-Mar-02,1.70%,-18.12%
21-Mar-02,2.03%,-17.75%
22-Mar-02,2.13%,-17.55%
25-Mar-02,1.25%,-17.81%
26-Mar-02,1.76%,-17.07%
27-Mar-02,1.90%,-16.76%
28-Mar-02,1.96%,-16.69%
1-Apr-02,1.30%,-17.11%
2-Apr-02,0.86%,-17.85%
3-Apr-02,0.79%,-18.20%
4-Apr-02,0.66%,-18.31%
5-Apr-02,0.85%,-17.16%
8-Apr-02,1.06%,-17.14%
9-Apr-02,1.14%,-17.17%
10-Apr-02,1.97%,-16.46%
11-Apr-02,0.61%,-18.83%
12-Apr-02,0.84%,-18.35%
15-Apr-02,0.80%,-18.64%
16-Apr-02,1.91%,-16.84%
17-Apr-02,1.60%,-17.02%
18-Apr-02,1.16%,-17.15%
19-Apr-02,1.52%,-16.66%
22-Apr-02,0.81%,-18.72%
23-Apr-02,0.75%,-18.68%
24-Apr-02,0.24%,-19.41%
25-Apr-02,0.18%,-19.35%
26-Apr-02,-1.15%,-20.75%
29-Apr-02,-1.55%,-21.09%
30-Apr-02,-0.63%,-18.48%
1-May-02,1.11%,-18.46%
2-May-02,1.15%,-18.59%
3-May-02,0.77%,-19.10%
6-May-02,-0.19%,-18.51%
7-May-02,-0.25%,-18.70%
8-May-02,1.03%,-18.14%
9-May-02,0.21%,-19.14%
10-May-02,-0.67%,-20.28%
13-May-02,0.14%,-19.38%
14-May-02,1.17%,-17.32%
15-May-02,1.22%,-16.59%
16-May-02,1.38%,-16.42%
17-May-02,2.16%,-15.49%
20-May-02,1.41%,-17.25%
21-May-02,1.18%,-18.31%
22-May-02,1.25%,-17.39%
23-May-02,2.30%,-16.81%
24-May-02,1.79%,-17.60%
28-May-02,0.97%,-17.95%
29-May-02,1.03%,-18.02%
30-May-02,1.05%,-17.26%
31-May-02,1.35%,-17.01%
3-Jun-02,0.06%,-18.86%
4-Jun-02,-0.74%,-19.58%
5-Jun-02,-0.21%,-18.71%
6-Jun-02,-0.88%,-19.52%
7-Jun-02,-0.90%,-18.92%
10-Jun-02,-0.51%,-18.78%
11-Jun-02,-1.07%,-19.37%
12-Jun-02,-0.91%,-19.34%
13-Jun-02,-1.02%,-19.62%
14-Jun-02,-1.99%,-20.55%
17-Jun-02,-0.97%,-20.16%
18-Jun-02,-0.93%,-20.71%
19-Jun-02,-2.01%,-22.05%
20-Jun-02,-2.83%,-22.35%
21-Jun-02,-2.79%,-22.47%
24-Jun-02,-2.59%,-22.10%
25-Jun-02,-3.09%,-22.43%
26-Jun-02,-3.21%,-22.60%
27-Jun-02,-2.45%,-21.82%
28-Jun-02,-2.08%,-21.52%
1-Jul-02,-2.82%,-22.12%
2-Jul-02,-3.90%,-22.30%
3-Jul-02,-3.61%,-22.21%
5-Jul-02,-2.28%,-19.02%
8-Jul-02,-3.12%,-21.30%
9-Jul-02,-4.22%,-21.98%
10-Jul-02,-6.73%,-20.54%
11-Jul-02,-6.96%,-20.89%
12-Jul-02,-7.15%,-21.14%
15-Jul-02,-8.56%,-19.50%
16-Jul-02,-9.19%,-20.22%
17-Jul-02,-8.12%,-19.70%
18-Jul-02,-7.86%,-20.39%
19-Jul-02,-9.63%,-22.36%
22-Jul-02,-13.06%,-24.88%
23-Jul-02,-15.06%,-23.29%
24-Jul-02,-11.61%,-22.44%
25-Jul-02,-12.42%,-22.95%
26-Jul-02,-9.78%,-21.75%
29-Jul-02,-7.06%,-20.00%
30-Jul-02,-6.31%,-19.97%
31-Jul-02,-6.29%,-19.17%
1-Aug-02,-8.92%,-19.61%
2-Aug-02,-10.54%,-20.86%
5-Aug-02,-12.54%,-21.50%
6-Aug-02,-10.95%,-21.24%
7-Aug-02,-9.32%,-18.73%
8-Aug-02,-7.91%,-21.17%
9-Aug-02,-7.22%,-20.62%
12-Aug-02,-8.34%,-21.91%
13-Aug-02,-7.84%,-21.21%
14-Aug-02,-5.42%,-19.68%
15-Aug-02,-4.19%,-19.15%
16-Aug-02,-3.81%,-20.02%
19-Aug-02,-3.25%,-19.75%
20-Aug-02,-3.76%,-20.69%
21-Aug-02,-2.50%,-19.49%
22-Aug-02,-2.15%,-19.17%
23-Aug-02,-3.88%,-21.08%
26-Aug-02,-3.61%,-20.70%
27-Aug-02,-3.61%,-21.08%
28-Aug-02,-4.96%,-24.02%
29-Aug-02,-5.01%,-24.04%
30-Aug-02,-5.16%,-24.22%
3-Sep-02,-8.63%,-26.82%
4-Sep-02,-7.25%,-25.18%
5-Sep-02,-8.07%,-26.45%
6-Sep-02,-7.11%,-25.39%
9-Sep-02,-6.28%,-24.51%
10-Sep-02,-5.84%,-24.02%
11-Sep-02,-5.76%,-23.82%
12-Sep-02,-7.11%,-25.28%
13-Sep-02,-6.58%,-25.27%
16-Sep-02,-6.54%,-25.33%
17-Sep-02,-7.29%,-26.42%
18-Sep-02,-7.55%,-26.71%
19-Sep-02,-8.91%,-27.73%
20-Sep-02,-7.98%,-27.20%
23-Sep-02,-8.60%,-27.12%
24-Sep-02,-9.14%,-27.65%
25-Sep-02,-6.15%,-22.62%
26-Sep-02,-4.17%,-21.26%
27-Sep-02,-5.97%,-22.76%
30-Sep-02,-7.50%,-23.32%
1-Oct-02,-4.90%,-19.68%
2-Oct-02,-6.94%,-21.24%
3-Oct-02,-7.31%,-21.45%
4-Oct-02,-8.11%,-21.90%
7-Oct-02,-9.87%,-22.59%
8-Oct-02,-8.41%,-20.85%
9-Oct-02,-9.30%,-20.97%
10-Oct-02,-7.97%,-20.53%
11-Oct-02,-6.96%,-19.91%
14-Oct-02,-6.84%,-19.90%
15-Oct-02,-5.07%,-18.64%
16-Oct-02,-6.65%,-19.74%
17-Oct-02,-5.57%,-19.19%
18-Oct-02,-5.31%,-19.06%
21-Oct-02,-4.94%,-18.81%
22-Oct-02,-5.27%,-19.27%
23-Oct-02,-4.97%,-19.82%
24-Oct-02,-5.20%,-20.11%
25-Oct-02,-3.83%,-18.28%
28-Oct-02,-3.85%,-18.40%
29-Oct-02,-4.30%,-18.89%
30-Oct-02,-3.88%,-19.74%
31-Oct-02,-3.56%,-19.56%
1-Nov-02,-3.53%,-19.18%
4-Nov-02,-3.30%,-19.43%
5-Nov-02,-3.38%,-19.62%
6-Nov-02,-2.63%,-19.20%
7-Nov-02,-3.41%,-20.36%
8-Nov-02,-3.19%,-20.27%
11-Nov-02,-4.10%,-21.60%
12-Nov-02,-3.49%,-20.10%
13-Nov-02,-3.19%,-20.11%
14-Nov-02,-1.28%,-17.37%
15-Nov-02,-0.69%,-16.75%
18-Nov-02,-1.14%,-19.02%
19-Nov-02,-0.67%,-19.03%
20-Nov-02,1.02%,-18.40%
21-Nov-02,1.75%,-18.32%
